Unnamed: 0,OBJECTID,RSID_left,CLASS_left,NAME,USRN_left,CROSSREFER_left,ENTRY_DATE_left,ROAD_NUMBE_left,ESU_left,FROM_END_left,TO_END_left,ENABLED_left,MetrepMin_left,Length_left,Minutes_left,Id_left,geometry
155,80970,5010983.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,2530,0,0,1,533.3333,629.487,1.1803,0,"MULTILINESTRING ((218996.87199999997 354472.22, 219018.96999999997 354464.873, 219052.31800000003 354453.976, 219076.66700000002 354447.481, 219100.46600000001 354444.883, 219120.565 354445.586, 219151.765 354450.739, 219181.865 354455.492, 219200 354459.078, 219225.48700000002 354465.574, 219240.21500000003 354469.458, 219256.452 354471.501, 219266.848 354471.911, 219300.452 354470.453, 219354.70299999998 354468.913, 219379.908 354467.507, 219383.70385733907 354466.969815228), (219445.5249165996 354460.02261608193, 219459.947 354458.465, 219484.80099999998 354457.057, 219506.50199999998 354456.331, 219537.809 354454.26, 219562.148 354455.799, 219586.68699999998 354457.09, 219604.57299999997 354459.492, 219614.00900000002 354461.797, 219618.098 354463.821))"
156,81139,0.0,U,TOWNHALL STREET,15162.0,0.0,2006-11-07,,157362,0,0,1,533.3333,142.6099,0.2674,0,"LINESTRING (223534.43800000002 344071.985, 223539.59000000003 344063.317, 223544.73700000002 344055.298, 223548.473 344049.271, 223551.64299999998 344045.841, 223556.267 344041.643, 223561.62300000002 344036.475, 223568.20799999998 344030.49, 223571.875 344027.562, 223578.977 344022.422, 223579.95899999997 344021.711, 223585.33000000002 344017.943, 223591.45 344014.58, 223601.075 344010.138, 223612.44900000002 344005.906, 223612.863 344005.763, 223629.532 344000, 223642.804622894 343995.4481367255)"
157,81300,5009357.0,U,CORBAN AVENUE,11415.0,0.0,2006-11-07,U6501,147160,0,0,1,533.3333,18.0715,0.0339,0,"LINESTRING (223394.80599999998 345226.93, 223400 345209.621)"
158,81301,5009357.0,U,CORBAN AVENUE,11415.0,0.0,2006-11-07,U6501,131833,0,0,1,533.3333,21.2519,0.0398,0,"LINESTRING (223422.14500000002 345176.774, 223430.84100000001 345173.474, 223439.233 345170.746, 223442.35600000003 345170.598)"
159,81302,5009357.0,U,CORBAN AVENUE,11415.0,0.0,2006-11-07,U6501,157395,0,0,1,533.3333,52.4327,0.0983,0,"LINESTRING (223472.088 345158.304, 223484.42599999998 345158.41, 223507.04100000003 345160.279, 223520.849 345160.847, 223522.71818624597 345161.12661295803)"
160,81442,5010431.0,U,CLOONATRIG ROAD,32923.0,0.0,2006-11-07,,38971,0,0,1,533.3333,882.9191,1.6555,0,"LINESTRING (225593.9709880615 337113.37652100646, 225590.18487824753 337114.7087620966)"
161,81540,5009532.0,U,CHURCH STREET,8365.0,0.0,2006-11-07,U6523,85413,0,0,1,533.3333,119.8042,0.2246,0,"LINESTRING (223367.66700000002 344244.637, 223385.49599999998 344234.062, 223400 344225.459, 223405.604 344222.305, 223412.85499999998 344217.774, 223422.06199999998 344212.379, 223428.45899999997 344208.292, 223434.36 344204.103, 223439.886 344199.636, 223451.822 344189.133, 223455.41700000002 344185.73, 223460.647 344180.512, 223463.874 344176.006, 223464.40000000002 344175.343)"
162,81590,5009353.0,U,CHERRYVILLE,20267.0,0.0,2006-11-07,U6501,95663,0,0,1,533.3333,367.7822,0.6896,0,"LINESTRING (223605.1242404796 345784.2363676858, 223589.97499999998 345779.386, 223578.53100000002 345775.096, 223574.13799999998 345771.395, 223570.522 345758.517, 223570.34000000003 345747.771, 223572.09999999998 345740.214, 223581.21600000001 345724.772, 223589.338 345715.083, 223601.42200000002 345707.972, 223617.23700000002 345702.317, 223631.08899999998 345698.447, 223640.0660716939 345698.40021137544)"
163,85169,0.0,U,BROADMEADOW PLACE,13131.0,0.0,2006-11-07,,59989,0,0,1,533.3333,90.9233,0.1705,0,"LINESTRING (223356.14500000002 344139.946, 223372.65999999997 344150.548, 223380.477 344153.742, 223388.017 344154.94, 223400 344153.259, 223418.04700000002 344131.635, 223411.11200000002 344118.387)"
164,85232,5009345.0,U,BRAESIDE PARK,13393.0,0.0,2006-11-07,U6501,142073,0,0,1,533.3333,64.038,0.1201,0,"LINESTRING (223397.315 345049.969, 223400 345053.592, 223409.61099999998 345066.557, 223419.273 345078.788, 223422.44900000002 345081.116, 223426.59499999997 345081.1, 223432.68 345079.403, 223439.36 345075.336, 223444.235 345072.619)"
165,85233,5009346.0,U,BRAESIDE PARK,13393.0,0.0,2006-11-07,U6501,75263,0,0,1,533.3333,27.1522,0.0509,0,"LINESTRING (223374.28100000002 345064.291, 223379.20400000003 345061.302, 223388.69799999997 345055.103, 223393.798 345052.386, 223395.97999999998 345051.044, 223397.315 345049.969)"
166,85234,5009346.0,U,BRAESIDE PARK,13393.0,0.0,2006-11-07,U6501,75264,0,0,1,533.3333,29.7087,0.0557,0,"LINESTRING (223417.4023746737 345029.6121105111, 223410.58500000002 345037.67, 223400 345047.804, 223397.315 345049.969)"
167,86469,5011032.0,U,ROSSIGH ROAD,35158.0,0.0,2006-11-07,,137098,0,0,1,533.3333,790.499,1.4822,0,"LINESTRING (218367.01614149942 356039.8986317388, 218366.0648000006 356038.9939897326)"
168,86470,5011032.0,U,ROSSIGH ROAD,35158.0,0.0,2006-11-07,,75400,0,0,1,533.3333,194.0152,0.3638,0,"MULTILINESTRING ((218149.305 355842.237, 218135.092 355829.235, 218114.15000000002 355809.409, 218100.11720550567 355797.1759870454), (218056.08917839697 355757.218790261, 218039.543 355742.788, 218018.54599999997 355724.262, 218012.22550992484 355719.02866910974))"
169,86491,5009332.0,U,ROSS CLOSE,5930.0,0.0,2006-11-07,U6501,121798,0,0,1,533.3333,61.7842,0.1158,0,"LINESTRING (223472.088 345158.304, 223464.788 345141.644, 223454.765 345122.286, 223449.50900000002 345109.018, 223447.74800000002 345101.702)"
170,86538,5016963.0,U,ROSCOR BRIDGE ROAD,35125.0,0.0,2006-11-07,C0710,49547,0,0,1,533.3333,649.4551,1.2177,0,"MULTILINESTRING ((198615.35968805925 358947.12299469206, 198615.55 358944.581, 198616.776 358914.066, 198619.45 358883.906, 198624.0263072516 358842.2333969446), (198638.67486288794 358667.6485431146, 198639.05 358665.098))"
171,88705,5009535.0,U,PAGET SQUARE,8995.0,0.0,2006-11-07,U6523,106204,0,0,1,533.3333,58.5615,0.1098,0,"LINESTRING (223486.522 344146.569, 223469.273 344134.217, 223457.228 344125.446, 223451.135 344120.335, 223447.52899999998 344117.164, 223440.94799999997 344110.05)"
172,88706,5009535.0,U,PAGET SQUARE,8995.0,0.0,2006-11-07,U6523,38981,0,0,1,533.3333,51.2367,0.0961,0,"LINESTRING (223440.94799999997 344110.05, 223434.977 344105.29, 223422.336 344095.84, 223400 344079.259)"
173,88707,5009527.0,U,PAGET LANE,8996.0,0.0,2006-11-07,U6523,121623,0,0,1,533.3333,127.8695,0.2398,0,"LINESTRING (223524.936 343947.206, 223535.158 343976.212, 223537.749 343986.015, 223517.022 344000, 223511.15600000002 344007.153, 223507.86099999998 344010.657, 223497.398 344025.468, 223489.983 344036.348, 223484.424 344046.289, 223481.572 344050.662)"
174,88708,5009527.0,U,PAGET LANE,8996.0,0.0,2006-11-07,U6523,136956,0,0,1,533.3333,71.959,0.1349,0,"LINESTRING (223481.572 344050.662, 223477.815 344056.424, 223469.33899999998 344069.173, 223456.505 344087.92, 223445.184 344103.876, 223440.94799999997 344110.05)"
175,90899,0.0,U,OLD ROSSORRY ROAD,526.0,0.0,2006-11-07,,157715,0,0,1,533.3333,839.8633,1.5747,0,"LINESTRING (222308.76994168165 342671.69013216865, 222299.918 342661.369, 222293.435 342654.305, 222286.46399999998 342642.492, 222279.59100000001 342631.528, 222272.669 342619.664, 222266.947 342608.103, 222263.26899999997 342598.896, 222261.885 342592.043, 222255.36800000002 342578.282, 222248.157 342561.868, 222246.249 342557.572, 222242.935 342550.108, 222239.55 342543.852, 222237.863 342538.449, 222237.12 342535.747, 222236.631 342530.747, 222236.28499999997 342528.995)"
176,90936,5011214.0,U,OLD ENNISKILLEN ROAD,34919.0,0.0,2006-11-07,,18555,0,0,1,533.3333,570.3006,1.0693,0,"LINESTRING (226943.39944947916 341717.63974067825, 226977.581 341709.785, 227005.02899999998 341700.348, 227034.56 341685.692, 227060.63799999998 341671.184, 227073.8340902108 341663.50388220267)"
177,91486,5000944.0,U,,34570.0,0.0,2006-11-07,C0401,49756,0,0,1,533.3333,914.9495,1.7155,0,"LINESTRING (202062.4706383229 361594.1204522865, 202062.40000000002 361587.862, 202059.869 361574.597)"
178,91550,0.0,U,,33096.0,0.0,2006-11-07,,101470,0,0,1,533.3333,216.528,0.406,0,"LINESTRING (218942.322 360144.501, 218924.39899999998 360146.935, 218913.265 360148.349, 218892.30699999997 360147.364, 218865.251 360146.592, 218845.65899999999 360146.993, 218828.267 360147.721, 218808.63900000002 360149.672, 218794.90399999998 360151.013, 218772.93699999998 360153.888, 218742.646 360159.298, 218727.282 360162.605)"
179,93632,0.0,U,,0.0,0.0,2006-11-07,,49788,0,0,1,533.3333,45.4593,0.0852,0,"LINESTRING (223502.19300000003 344201.157, 223498.695 344204.962, 223492.403 344212.173, 223484.202 344220.849, 223478.59000000003 344227.165, 223474.365 344231.464, 223470.776 344233.842)"
180,93637,5009539.0,U,WELLINGTON PLACE,15553.0,0.0,2006-11-07,U6523,101486,0,0,1,533.3333,52.4118,0.0983,0,"LINESTRING (223240.624 344238.589, 223233.43 344222.115, 223221.892 344196.777, 223217.99699999997 344191.456)"
181,93661,5009519.0,U,,0.0,0.0,2006-11-07,U6517,60171,0,0,1,533.3333,25.3873,0.0476,0,"LINESTRING (223493.88799999998 344248.004, 223482.651 344225.239)"
182,93688,5016963.0,U,ROSCOR BRIDGE ROAD,35125.0,0.0,2006-11-07,C0710,101488,0,0,1,533.3333,143.6075,0.2693,0,"LINESTRING (198639.05 358665.098, 198644.962 358649.538, 198664.83299999998 358594.571, 198679.75 358552.871, 198686.89299999998 358529.722)"
183,93751,5011005.0,U,,0.0,0.0,2006-11-07,,132268,0,0,1,533.3333,231.2891,0.4337,0,"LINESTRING (217919.098 357165.812, 217934.26799999998 357168.879, 217965.70799999998 357176.526, 218000 357184.228, 218039.549 357194.104, 218087.984 357204.809, 218128.83299999998 357212.631, 218144.81199999998 357216.098)"
184,93769,5011255.0,U,MONALLA ROAD,34680.0,0.0,2006-11-07,U9589,137363,0,0,1,533.3333,182.3452,0.3419,0,"LINESTRING (224188.57799999998 350556.582, 224180.15500000003 350558.936, 224167.565 350564.039, 224153.43 350569.66, 224138.10700000002 350576.246, 224126.17200000002 350581.79, 224115.967 350585.713, 224101.57 350590.339, 224078.81699999998 350598.766, 224074.9302005032 350600.30055653566)"
185,93795,0.0,U,,0.0,0.0,2006-11-07,,23860,0,0,1,533.3333,101.042,0.1895,0,"LINESTRING (221817.202 345117.67, 221829.43800000002 345119.373, 221839.691 345121.935, 221849.668 345124.593, 221857.82799999998 345126.338, 221864.29599999997 345127.092, 221872.06900000002 345127.284, 221878.397 345126.963, 221886.228 345126.205, 221897.985 345125.255, 221908.097 345123.842, 221914.86800000002 345124.225, 221916.989 345124.693)"
186,93876,0.0,U,,0.0,0.0,2006-11-07,,132283,0,0,1,533.3333,66.7955,0.1252,0,"LINESTRING (221939.832 341215.993, 221915.50400000002 341191.72, 221898.744 341173.935, 221893.223 341168.157)"
187,94028,5009518.0,U,,0.0,0.0,2006-11-07,U6517,80625,0,0,1,533.3333,31.294,0.0587,0,"LINESTRING (223521.89299999998 344234.047, 223515.64899999998 344237.385, 223493.88799999998 344248.004)"
188,95553,5009516.0,U,MARKET STREET,11812.0,0.0,2006-11-07,U6517,34241,0,0,1,533.3333,16.5519,0.031,0,"LINESTRING (223515.961 344210.264, 223512.977 344207.671, 223502.19300000003 344201.157)"
189,95554,5009516.0,U,MARKET STREET,11812.0,0.0,2006-11-07,U6517,34242,0,0,1,533.3333,45.8028,0.0859,0,"LINESTRING (223502.19300000003 344201.157, 223497.065 344197.627, 223490.093 344193.011, 223482.548 344188.191, 223475.59999999998 344183.825, 223470.847 344180.497, 223468.234 344178.457, 223464.40000000002 344175.343)"
190,95555,5009516.0,U,MARKET STREET,11812.0,0.0,2006-11-07,U6517,91068,0,0,1,533.3333,89.7753,0.1683,0,"LINESTRING (223566.66999999998 344311.732, 223560.67099999997 344303.347, 223554.22999999998 344293.685, 223549.109 344284.805, 223542.087 344271.964, 223536.47499999998 344261.707, 223533.804 344256.941, 223530.69300000003 344250.498, 223527.72600000002 344244.956, 223525.00699999998 344239.865, 223521.89299999998 344234.047)"
191,95733,5009341.0,U,LOUGHVIEW DRIVE,14064.0,0.0,2006-11-07,U6501,127156,0,0,1,533.3333,122.4644,0.2296,0,"LINESTRING (223422.14500000002 345176.774, 223413.26 345155.701, 223402.69300000003 345126.163, 223400 345119.624, 223397.03499999997 345112.725, 223392.849 345101.566, 223387.92700000003 345089.339, 223383.37800000003 345079.932, 223379.06900000002 345072.372, 223374.28100000002 345064.291)"
192,95734,5009341.0,U,LOUGHVIEW DRIVE,14064.0,0.0,2006-11-07,U6501,8274,0,0,1,533.3333,114.621,0.2149,0,"LINESTRING (223374.28100000002 345064.291, 223369.055 345058.647, 223357.489 345046.427, 223341.71399999998 345031.1, 223332.40899999999 345022.018, 223322.87800000003 345012.686, 223316.353 345005.492, 223311.10600000003 344998.917, 223305.175 344990.272, 223301.174 344982.894, 223299.50699999998 344978.429)"
193,95735,5009341.0,U,LOUGHVIEW DRIVE,14064.0,0.0,2006-11-07,U6501,132256,0,0,1,533.3333,154.8033,0.2903,0,"LINESTRING (223299.50699999998 344978.429, 223295.402 344970.201, 223291.61800000002 344960.898, 223288.929 344950.542, 223287.18300000002 344938.609, 223286.331 344925.673, 223285.95 344911.037, 223285.724 344897.974, 223285.3777930071 344894.31932478695)"
194,95987,0.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,23672,0,0,1,533.3333,6.5876,0.0124,0,"LINESTRING (219878.66600000003 354602.723, 219881.452 354605.139, 219883.89399999997 354606.703)"
195,98053,5010472.0,U,GRANSHAGH ROAD,33796.0,0.0,2006-11-07,,107005,0,0,1,533.3333,479.1222,0.8984,0,"LINESTRING (222821.27899999998 340485.766, 222904.09999999998 340512.425, 222938.07400000002 340524.074, 222940.4004423954 340524.8594278375)"
196,98112,5009495.0,U,LAKEVIEW PARK,1307.0,0.0,2006-11-07,U6514,132376,0,0,1,533.3333,133.4268,0.2502,0,"LINESTRING (223359.093 343433.963, 223366.401 343421.43, 223379.56699999998 343399.716, 223394.38400000002 343374.685, 223398.36589817036 343368.0208509788)"
197,98113,0.0,U,LAKEVIEW PARK,1307.0,0.0,2006-11-07,,49889,0,0,1,533.3333,85.7517,0.1608,0,"LINESTRING (223437.83453204794 343266.02559928334, 223445.657 343240.599)"
198,98360,5010451.0,U,CLEENISH ROAD,32876.0,0.0,2006-11-07,,137456,0,0,1,533.3333,155.3031,0.2912,0,"LINESTRING (225574.11367549692 338432.64754114347, 225576.053 338433.174, 225584.05699999997 338434.819)"
199,98393,0.0,U,,0.0,0.0,2006-11-07,,163221,0,0,1,533.3333,8.1079,0.0152,0,"LINESTRING (223217.99699999997 344191.456, 223223.37 344185.384)"
200,98420,5010686.0,U,DRUMHIRK ROAD,33429.0,0.0,2006-11-07,,101631,0,0,1,533.3333,263.217,0.4935,0,"LINESTRING (226522.522 337375.879, 226542.13644700032 337384.00152071984)"
201,98442,5010451.0,U,CLEENISH ROAD,32876.0,0.0,2006-11-07,,106753,0,0,1,533.3333,383.0169,0.7182,0,"LINESTRING (225584.05699999997 338434.819, 225588.408 338434.016, 225592.95899999997 338433.814, 225596.961 338434.511, 225601.31300000002 338436.109, 225604.164 338437.757, 225607.066 338439.254, 225609.61700000003 338440.853, 225612.119 338442.801, 225614.521 338444.799, 225616.42200000002 338445.848, 225617.673 338447.747, 225620.675 338449.644, 225623.227 338452.892, 225625.57799999998 338455.44, 225628.48100000003 338458.487, 225630.983 338461.336, 225632.184 338463.285, 225633.885 338465.333, 225635.23599999998 338467.232, 225637.238 338469.781, 225639.89 338472.678, 225641.842 338475.377, 225643.543 338477.325, 225645.34499999997 338479.574, 225646.896 338481.572, 225648.647 338483.171, 225649.89899999998 338485.52, 225652.05099999998 338488.018, 225654.353 338491.166, 225659.006 338496.112, 225661.96000000002 338500.36, 225664.961 338504.007, 225667.51299999998 338506.605, 225670.36599999998 338510.153, 225672.467 338513.051, 225674.57 338516.049, 225677.021 338518.647, 225679.32299999997 338521.545, 225681.72499999998 338525.093, 225684.278 338528.541, 225686.43 338532.439, 225688.081 338536.337, 225689.13400000002 338539.086, 225689.836 338543.333, 225690.38799999998 338547.783, 225690.74 338552.232, 225690.59100000001 338556.281, 225690.593 338560.281, 225690.54499999998 338566.329, 225691.148 338572.228, 225691.84999999998 338577.376, 225693.00400000002 338582.925, 225694.15500000003 338587.523, 225696.05800000002 338592.771, 225699.36200000002 338599.317, 225701.113 338601.716, 225703.46600000001 338604.914, 225705.718 338608.711, 225708.12 338612.059, 225711.273 338616.757, 225711.993122333 338617.8153567112)"
202,100221,5009539.0,U,WELLINGTON PLACE,15553.0,0.0,2006-11-07,U6523,137485,0,0,1,533.3333,35.8962,0.0673,0,"LINESTRING (223217.99699999997 344191.456, 223212.575 344191.703, 223184.124 344202.606)"
203,100345,5009515.0,U,MIDDLETON STREET,11553.0,0.0,2006-11-07,U6517,3196,0,0,1,533.3333,53.928,0.1011,0,"LINESTRING (223527.206 344181.783, 223520.57900000003 344178.069, 223509.86800000002 344171.856, 223504.338 344168.598, 223490.93800000002 344160.494, 223480.776 344154.359)"
204,100347,0.0,U,,0.0,0.0,2006-11-07,,127314,0,0,1,533.3333,51.2618,0.0961,0,"LINESTRING (223379.80099999998 344104.965, 223359.86700000003 344092.885, 223350.968 344087.306, 223345.385 344082.932, 223341.70899999997 344079.082, 223339.86599999998 344074.397)"
205,100417,0.0,U,,0.0,0.0,2006-11-07,,122216,0,0,1,533.3333,227.3825,0.4263,0,"LINESTRING (221971.15500000003 341251.452, 221996.38400000002 341275.131, 222003.55119636073 341278.43861826387)"
206,100515,5009568.0,U,BROOKVIEW RISE,13104.0,0.0,2006-11-07,U6527,24013,0,0,1,533.3333,44.9153,0.0842,0,"LINESTRING (222815.84600000002 344438.975, 222808.805 344432.373, 222800.001 344416.749, 222797.67200000002 344408.555, 222795.82484866015 344401.05861493706)"
207,100556,5010436.0,U,,0.0,0.0,2006-11-07,,137540,0,0,1,533.3333,129.8604,0.2435,0,"LINESTRING (223574.99599999998 338960.529, 223584.33299999998 338972.885, 223594.17200000002 338984.191, 223605.45899999997 338997.799, 223616.79499999998 339011.107, 223631.675 339030.967, 223640.71500000003 339040.773, 223650.256 339049.93, 223659.74699999997 339058.588)"
208,100571,0.0,U,,0.0,0.0,2006-11-07,,158036,0,0,1,533.3333,83.5692,0.1567,0,"LINESTRING (223219.863 344280.46, 223219.162 344275.553, 223219.90000000002 344272.6, 223224.32799999998 344270.386, 223232.19900000002 344267.435, 223243.023 344262.269, 223255.322 344256.365, 223265.653 344250.462, 223274.50900000002 344245.296, 223279.674 344243.574, 223288.602 344242.609)"
209,102527,5009343.0,U,INNISKEEN CLOSE,3945.0,0.0,2006-11-07,U6501,44616,0,0,1,533.3333,64.9159,0.1217,0,"LINESTRING (223299.50699999998 344978.429, 223304.147 344976.638, 223311.358 344974.213, 223317.04599999997 344971.943, 223322.103 344968.227, 223325.157 344963.47, 223326.38900000002 344958.944, 223327.316 344953.22, 223328.29200000002 344947.397, 223337.398 344932)"
210,102543,5001100.0,U,INISHMORE ROAD,33933.0,0.0,2006-11-07,,44617,0,0,1,533.3333,1276.2838,2.393,0,"MULTILINESTRING ((225621.271 334400.697, 225630.22935250422 334406.9489233917), (225665.0681600695 334430.9206058459, 225672.42986007922 334435.9850267514))"
211,102562,5001101.0,U,INISHMORE ROAD,33933.0,0.0,2006-11-07,C0436,3071,0,0,1,533.3333,393.5515,0.7379,0,"LINESTRING (227890.499 336236.277, 227924.604 336259.367, 227934.41600000003 336268.658, 227955.50699999998 336282.611, 227981.63799999998 336304.086, 228005.08000000002 336324.822, 228018.30099999998 336336.861, 228036.60499999998 336353.373, 228051.21999999997 336365.832, 228063.75 336377.311, 228082.803 336393.934, 228095.538 336405.016, 228097.86665130738 336407.10314859473)"
212,102811,5010967.0,U,GORTACAR ROAD,36648.0,0.0,2006-11-07,,34336,0,0,1,533.3333,342.7109,0.6426,0,"LINESTRING (214293.59710002496 365574.7599247327, 214305.4197714874 365582.9106426275)"
213,104701,5009531.0,U,HIGH STREET,4220.0,0.0,2006-11-07,U6523,91389,0,0,1,533.3333,9.6799,0.0181,0,"LINESTRING (223480.776 344154.359, 223486.522 344146.569)"
214,104702,5009531.0,U,HIGH STREET,4220.0,0.0,2006-11-07,U6523,106951,0,0,1,533.3333,73.7952,0.1384,0,"LINESTRING (223486.522 344146.569, 223492.876 344137.357, 223500.79499999998 344125.88, 223517.114 344101.48, 223527.228 344085.035)"
215,104703,5009531.0,U,HIGH STREET,4220.0,751.0,2006-11-07,U6523,18980,0,0,1,533.3333,14.9105,0.028,0,"LINESTRING (223527.228 344085.035, 223527.79100000003 344084.12, 223534.43800000002 344071.985)"
216,104986,5010472.0,U,GRANSHAGH ROAD,33796.0,0.0,2006-11-07,,107005,0,0,1,533.3333,726.8651,1.3629,0,"LINESTRING (221940.63843282496 340011.14970551943, 221945.907 340017.5, 221968.41600000003 340042.903, 221991.837 340069.999, 222015.15899999999 340097.246, 222037.61200000002 340121.599, 222054.533 340140.888, 222069.327 340155.891, 222075.36700000003 340162.003, 222079.94799999997 340167.072)"
217,107433,5017385.0,U,FRIARS WAY,20303.0,0.0,2006-11-07,,8520,0,0,1,533.3333,141.2404,0.2648,0,"LINESTRING (221795.49699999997 345068.712, 221801.95799999998 345071.257, 221807.44199999998 345073.307, 221814.304 345076.375, 221821.369 345080.318, 221835.201 345089.254, 221842.793 345093.821, 221853.93699999998 345098.319, 221876.49 345104.015, 221884.624 345105.627, 221889.55200000003 345105.804, 221896.77899999998 345105.169, 221905.65399999998 345103.552, 221912.67599999998 345101.469, 221917.347 345099.021, 221921.46399999998 345095.576, 221923.53857893017 345092.46098830336)"
218,107434,0.0,U,FRIARS WAY,20303.0,0.0,2006-11-07,,44831,0,0,1,533.3333,55.6453,0.1043,0,"LINESTRING (221722.06 344981.222, 221727.06300000002 344981.198, 221731.99599999998 344983.351, 221739.94199999998 344989.24, 221757.24 345003.012, 221767.495 345011.416)"
219,107435,0.0,U,FRIARS WAY,20303.0,0.0,2006-11-07,,147833,0,0,1,533.3333,70.6371,0.1324,0,"LINESTRING (221767.495 345011.416, 221766.847 345012.299, 221766.25300000003 345014.426, 221765.34000000003 345019.058, 221764.635 345026.113, 221764.44799999997 345030.615, 221764.337 345035.542, 221764.767 345037.165, 221766.153 345040.585, 221771.12099999998 345046.338, 221782.38400000002 345057.538, 221789.02899999998 345063.433, 221793.86800000002 345067.487, 221795.49699999997 345068.712)"
220,107436,5017384.0,U,FRIARS WAY,20303.0,0.0,2006-11-07,,152969,0,0,1,533.3333,24.4694,0.0459,0,"LINESTRING (221780.322 345087.906, 221787.522 345079.002, 221795.49699999997 345068.712)"
221,109304,5009534.0,U,EDEN STREET,15831.0,0.0,2006-11-07,U6523,132513,0,0,1,533.3333,65.2923,0.1224,0,"LINESTRING (223481.572 344050.662, 223508.962 344064.004, 223518.309 344069.058, 223514.224 344076.952, 223527.228 344085.035)"
222,109315,5011005.0,U,DUROSS ROAD,36728.0,0.0,2006-11-07,,65619,0,0,1,533.3333,184.0106,0.345,0,"LINESTRING (217919.098 357165.812, 217918.821 357165.755, 217911.076 357161.896, 217901.98700000002 357154.034, 217884.162 357136.316, 217864.348 357111.497, 217838.148 357077.023, 217823.72499999998 357058.71, 217819.64 357048.458, 217815.12199999997 357026.663, 217813.28600000002 357020.677)"
223,109316,5011005.0,U,DUROSS ROAD,36728.0,0.0,2006-11-07,,137588,0,0,1,533.3333,218.158,0.409,0,"LINESTRING (217813.28600000002 357020.677, 217810.04700000002 357010.114, 217807.01299999998 356998.965, 217806.17099999997 356993.366, 217813.499 356974.888, 217822.978 356956.514, 217830.95299999998 356939.886, 217832.98100000003 356921.549, 217832.396 356911.653, 217829.164 356899.655, 217828.983 356887.061, 217828.80099999998 356874.967, 217826.919 356862.771, 217822.184 356852.67, 217815.59399999998 356845.212, 217806.461 356833.454, 217799.87300000002 356825.447, 217796.581 356819.595)"
225,113280,5009568.0,U,BROOKVIEW RISE,13104.0,0.0,2006-11-07,U6527,45102,0,0,1,533.3333,51.9032,0.0973,0,"LINESTRING (222859 344457.76, 222853.69400000002 344449.317, 222847.093 344445.576, 222831.90999999997 344446.676, 222825.96899999998 344446.896, 222820.24699999997 344444.256, 222815.84600000002 344438.975)"
226,113322,0.0,U,,0.0,0.0,2006-11-07,,34788,0,0,1,533.3333,1230.8253,2.3078,0,"LINESTRING (222633.33299999998 347956.685, 222636.36700000003 347959.249, 222642.697 347962.032, 222649.77899999998 347964.472, 222667.94151013973 347972.3654479238)"
227,113389,5009524.0,U,,0.0,0.0,2006-11-07,U6519,117454,0,0,1,533.3333,31.2401,0.0586,0,"LINESTRING (223376.61200000002 344429.126, 223371.89399999997 344413.25, 223365.57900000003 344400)"
228,113569,5009516.0,U,MARKET STREET,11812.0,0.0,2006-11-07,U6517,122586,0,0,1,533.3333,24.5621,0.0461,0,"LINESTRING (223521.89299999998 344234.047, 223520.023 344229.086, 223518.38900000002 344222.227, 223517.082 344215.17, 223515.961 344210.264)"
229,113740,0.0,U,KILLADEAS ROAD,34030.0,0.0,2006-11-07,,19222,0,0,1,533.3333,95.8692,0.1798,0,"LINESTRING (220450.8082474762 354106.9992884086, 220449.30699999997 354105.893, 220444.053 354102.349, 220439.09999999998 354099.705, 220433.299 354097.512, 220426.548 354097.669, 220416.20299999998 354102.228, 220400 354107.1, 220394.96000000002 354109.187, 220383.457 354114.926, 220376.36700000003 354119.26)"
230,114951,5010686.0,U,DRUMHIRK ROAD,33429.0,0.0,2006-11-07,,39948,0,0,1,533.3333,305.0404,0.572,0,"LINESTRING (226832.73006060146 337380.53472339484, 226851.16700000002 337375.569, 226867.40600000002 337371.656, 226878.256 337371.481, 226897.184 337364.346, 226931.076 337355.434, 226953.72776913634 337349.90387228085)"
231,115064,5016970.0,C,QUEEN ELIZABETH ROAD,6988.0,0.0,2006-11-07,C0709,34790,0,0,1,666.6667,93.1922,0.1398,0,"LINESTRING (223566.66999999998 344311.732, 223571.63299999997 344305.337, 223580.26299999998 344295.915, 223589.278 344284.869, 223599.17700000003 344272.354, 223605.375 344264.268, 223609.18699999998 344257.94, 223614.245 344248.222, 223618.771 344235.424)"
232,115098,5016970.0,C,QUEEN ELIZABETH ROAD,6648.0,0.0,2006-11-07,C0709,55446,0,0,1,666.6667,116.6559,0.175,0,"LINESTRING (223618.771 344235.424, 223620.53600000002 344228.635, 223621.951 344221.994, 223622.84499999997 344214.575, 223623.86700000003 344202.557, 223624.75 344192.964, 223625.07400000002 344184.616, 223625.32411234677 344179.37091142574)"
233,117124,5000690.0,B,KILLADEAS ROAD,34030.0,0.0,2006-11-07,B0082,76205,0,0,1,1066.6667,335.6753,0.3147,0,"LINESTRING (218995.1710860321 360023.3903773638, 218994.713 360024.386, 218984.788 360045.684, 218973.73599999998 360069.343, 218963.45 360089.844, 218956.727 360106.809, 218952.85600000003 360119.098, 218946.01 360133.815, 218942.322 360144.501)"
