,OBJECTID,RSID_left,CLASS_left,NAME,USRN_left,CROSSREFER_left,ENTRY_DATE_left,ROAD_NUMBE_left,ESU_left,FROM_END_left,TO_END_left,TEMP_left,ENABLED_left,MetrepMin_left,Length_left,Minutes_left,Id_left,geometry,index_right,Key,RSID_right,CLASS_right,NAME_1,USRN_right,CROSSREFER_right,ENTRY_DATE_right,ROAD_NUMBE_right,ESU_right,FROM_END_right,TO_END_right,TEMP_right,ENABLED_right,MetrepMin_right,Length_right,Minutes_right,OBJECTID_2,Id_right,NAME_2,ET_ID,Shape_Leng,Shape_Area
66,19387,5000305.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,16364,0,0,,1,1466.6667,1526.4547,1.0408,0,"LINESTRING (203314.75300000003 358319.313, 203368.95299999998 358326.412, 203433.55395539672 358336.40494500106)",,,,,,,,,,,,,,,,,,,,,,,
67,19392,5000290.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,129982,0,0,,1,1466.6667,264.3137,0.1802,0,"LINESTRING (193847.06376401652 358674.00989373965, 193847.91700000002 358673.519, 193863.951 358664.958, 193924.88400000002 358629.775)",,,,,,,,,,,,,,,,,,,,,,,
68,19393,5000290.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,11109,0,0,,1,1466.6667,921.2276,0.6281,0,"LINESTRING (193924.88400000002 358629.775, 193964.375 358610.888, 194000 358590.588, 194027.31699999998 358575.47, 194083.674 358542.662, 194141.38 358509.701, 194173.78000000003 358492.539, 194194.62093295486 358480.0954784166)",,,,,,,,,,,,,,,,,,,,,,,
69,19396,5000305.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,83693,0,0,,1,1466.6667,660.5641,0.4504,0,"MULTILINESTRING ((201690.68 357831.104, 201703.76557327854 357834.13883461646), (201735.45763054508 357842.0388384155, 201740.80699999997 357843.502, 201754.62199999997 357848.899, 201781.358 357859.53, 201812.71999999997 357873.545, 201841.18699999998 357886.74, 201870.51299999998 357898.741, 201898.74300000002 357909.985, 201927.864 357922.585, 201955.3685442334 357932.7989589609))",,,,,,,,,,,,,,,,,,,,,,,
70,19398,5000296.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,114720,0,0,,1,1466.6667,475.2317,0.324,0,"LINESTRING (213080.15552027873 355699.46799668064, 213073.789 355704.469, 213066.358 355709.067, 213053.961 355716.183, 213038.56300000002 355723.327, 213026.08399999997 355727.492, 213006.65000000002 355732.311, 212973.40399999998 355738.388, 212929.88799999998 355747.146, 212886.887 355753.709, 212855.104 355757.597, 212837.28000000003 355760.727, 212813.473 355761.12, 212794.89732491292 355761.1865911234)",,,,,,,,,,,,,,,,,,,,,,,
71,19402,5000305.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,109515,0,0,,1,1466.6667,220.728,0.1505,0,"LINESTRING (203187.049 358297.408, 203130.90399999998 358280.548, 203106.10100000002 358272.962, 203059.04100000003 358258.45, 203012.875 358245.095, 202976.65999999997 358230.994)",,,,,,,,,,,,,,,,,,,,,,,
72,19403,5000296.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,104294,0,0,,1,1466.6667,355.887,0.2427,0,"LINESTRING (213458.42871886925 354997.69745431375, 213456.613 354977.063, 213454.90399999998 354961.878)",,,,,,,,,,,,,,,,,,,,,,,
73,19420,5000288.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,78482,0,0,,1,1466.6667,417.3576,0.2846,0,"LINESTRING (200570.24267628833 357980.3106273961, 200565.45799999998 357979.605, 200522.40600000002 357969.621, 200474.73700000002 357956.972, 200458.973 357954.038, 200453.40899999999 357951.679)",,,,,,,,,,,,,,,,,,,,,,,
74,19428,5000293.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,52612,0,0,,1,1466.6667,520.3509,0.3548,0,"LINESTRING (216852.12374161254 352615.93227585766, 216848.213 352618.2, 216830.776 352629.104, 216800 352647.637, 216776.93300000002 352659.782, 216760.08299999998 352669.4, 216748.293 352677.242, 216737.96500000003 352682.642, 216714.59000000003 352697.328, 216708.77261139647 352700.92207722605)",,,,,,,,,,,,,,,,,,,,,,,
75,19433,5000286.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,31979,0,0,,1,1466.6667,5059.9282,3.45,0,"MULTILINESTRING ((208129.32422253126 358275.67864990846, 208136.96000000002 358276.992, 208159.077 358279.53, 208188.05 358281.915, 208208.16600000003 358282.005, 208225.479 358282.147, 208245.794 358281.538, 208264.908 358278.728, 208290.827 358275.665, 208318.598 358273.351, 208342.41600000003 358271.388, 208358.027 358268.582, 208362.39929127658 358267.38726332376), (209282.41611935842 358164.31726498477, 209305.48100000003 358173.353, 209321.771 358179.902, 209347.45799999998 358187.025, 209372.91700000002 358192.794, 209397.636 358194.843, 209414.62574791448 358195.99195294507), (209551.02119910016 358229.886652298, 209564.33000000002 358239.541, 209579.625 358251.199, 209588.533 358258.246, 209595.04100000003 358262.31, 209600.001 358265.057, 209614.33000000002 358270.862, 209633.283 358275.929, 209652.587 358280.996, 209672.939 358287.463, 209690.89 358295.531, 209706.191 358301.844, 209721.293 358307.408, 209734.245 358311.07, 209744.197 358313.129, 209750.8 358311.885, 209772.311 358306.504, 209789.56900000002 358303.019, 209802.276 358299.28, 209814.63 358299.292, 209816.07535551002 358299.33844541496))",,,,,,,,,,,,,,,,,,,,,,,
76,19445,5000288.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,109525,0,0,,1,1466.6667,976.2557,0.6656,0,"MULTILINESTRING ((200203.59399999998 357863.968, 200160.56800000003 357850.835, 200132.11200000002 357841.194, 200096.70899999997 357824.705, 200066.29342927926 357808.6627161916), (199966.6863711852 357790.4935292383, 199960.41600000003 357790.254, 199918.00799999997 357791.669, 199895.515 357791.826, 199872.277 357794.317, 199849.15000000002 357793.663, 199836.887 357792.122, 199807.614 357788.947, 199784.94 357780.604, 199757.511 357770.267, 199735.41700000002 357760.436, 199708.73599999998 357752.614, 199675.652 357742.566, 199650.34100000001 357738.769, 199624.26299999998 357735.707, 199592.887 357730.242, 199564.13 357723.778, 199542.43300000002 357716.604, 199522.224 357707.509, 199505.9395558473 357700.2651829233))",,,,,,,,,,,,,,,,,,,,,,,
77,19465,5009277.0,U,KINARLA PARK,30491.0,0.0,2006-11-07,U6307,114730,0,0,,1,533.3333,67.1281,0.1259,0,"LINESTRING (221689.564 345213.387, 221691.662 345212.169, 221695.33500000002 345210.07, 221699.47499999998 345207.738, 221702.799 345206.163, 221703.73100000003 345205.522, 221706.647 345203.889, 221708.804 345202.373, 221710.728 345200.974, 221711.711 345200, 221722.772 345189.486, 221730.827 345182.907, 221736.78399999999 345179.309, 221740.803 345176.895, 221744.19400000002 345175.049)",,,,,,,,,,,,,,,,,,,,,,,
78,19605,5000347.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,10935,0,0,,1,1466.6667,128.0265,0.0873,0,"LINESTRING (223251.652 340451.249, 223240.41700000002 340355.884, 223238.18285070654 340339.7102692962)",,,,,,,,,,,,,,,,,,,,,,,
79,21728,5000235.0,A,MOSSFIELD ROAD,22169.0,0.0,2006-11-07,A0032,104179,0,0,,1,1466.6667,369.6233,0.252,0,"LINESTRING (224140.91980256044 350359.67524717236, 224150.907 350400, 224158.738 350432.167, 224165.21500000003 350457.763, 224171.092 350479.271, 224175.907 350500.092, 224180.321081329 350517.4852035347)",,,,,,,,,,,,,,,,,,,,,,,
80,21774,0.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,109415,0,0,,1,1466.6667,690.1057,0.4705,0,"LINESTRING (202976.65999999997 358230.994, 202928.755 358215.778, 202897.376 358204.054, 202867.197 358192.487, 202830.97100000002 358180.486, 202799.788 358169.513, 202772.84399999998 358160.414, 202740.033 358145.681, 202692.093 358127.665, 202638.20400000003 358109.617, 202601.374 358098.363, 202573.575 358090.259, 202541.61599999998 358084.033, 202495.767 358076.43, 202459.349 358071.879, 202430.69 358065.421, 202410.4206968014 358060.1089763563)",,,,,,,,,,,,,,,,,,,,,,,
81,21813,5000218.0,A,IRVINESTOWN ROAD,30402.0,0.0,2006-11-07,A0032,160639,0,0,,1,1466.6667,1265.9132,0.8631,0,"LINESTRING (223639.30699999997 348012.322, 223639.71999999997 348000, 223641.717 347974.871, 223645.69900323544 347948.0634153297)",,,,,,,,,,,,,,,,,,,,,,,
82,23664,5000455.0,B,ENNISKILLEN ROAD,30133.0,0.0,2006-11-07,B0046,6047,0,0,,1,1066.6667,469.9484,0.4406,0,"LINESTRING (224305.96276483772 349836.69500654243, 224313.343 349842.355, 224335.01799999998 349860.367, 224363.95 349882.519, 224376.564 349893.595)",,,,,,,,,,,,,,,,,,,,,,,
83,25663,5000055.0,A,BELFAST ROAD,13812.0,0.0,2006-11-07,A0004,99351,0,0,,1,1466.6667,570.3678,0.3889,0,"LINESTRING (227085.375501618 341108.7944017747, 227102.626 341104.747, 227142.413 341094.796, 227166.00199999998 341089.591)",,,,,,,,,,,,,,,,,,,,,,,
84,25665,0.0,A,BOA ISLAND ROAD,32505.0,0.0,2006-11-07,A0047,16496,0,0,,1,1466.6667,131.4241,0.0896,0,"LINESTRING (213993.48100000003 364471.812, 214015.21999999997 364483.487, 214050.40376199025 364497.4983988123)",,,,,,,,,,,,,,,,,,,,,,,
85,25695,5000030.0,A,DUBLIN ROAD,3106.0,0.0,2006-11-07,A0004,104442,0,0,,1,1466.6667,367.0574,0.2503,0,"LINESTRING (224481.65968123882 343094.47608096106, 224481.95799999998 343093.434, 224490.054 343068.581, 224494.05200000003 343055.079)",,,,,,,,,,,,,,,,,,,,,,,
86,27293,5009357.0,U,CORBAN AVENUE,11415.0,0.0,2006-11-07,U6501,94052,0,0,,1,533.3333,39.9556,0.0749,0,"LINESTRING (223400 345209.621, 223404.47999999998 345200, 223408.691 345192.657, 223413.82799999998 345185.376, 223418.21399999998 345180.689, 223420.86 345178.038, 223422.14500000002 345176.774)",,,,,,,,,,,,,,,,,,,,,,,
87,27308,5000218.0,A,IRVINESTOWN ROAD,30402.0,0.0,2006-11-07,A0032,63193,0,0,,1,1466.6667,127.8264,0.0872,0,"LINESTRING (223612.321 348399.49, 223597.604 348429.658, 223590.0033835128 348445.6016096058)",,,,,,,,,,,,,,,,,,,,,,,
88,27333,5000055.0,A,BELFAST ROAD,13812.0,0.0,2006-11-07,A0004,78623,0,0,,1,1466.6667,321.5452,0.2192,0,"LINESTRING (227166.00199999998 341089.591, 227209.028 341079.12, 227235.06900000002 341074.012, 227263.663 341069.05, 227286.90000000002 341066.052, 227287.5657505311 341065.9999599298)",,,,,,,,,,,,,,,,,,,,,,,
89,40569,5000987.0,C,GLENDURRAGH PARK,22420.0,22418.0,2006-11-07,C0409,42765,0,0,,1,666.6667,127.5251,0.1913,0,"LINESTRING (217895.413 363844.73, 217886.902 363832.39, 217885.79975289473 363831.03421841795)",,,,,,,,,,,,,,,,,,,,,,,
90,40572,5000987.0,C,CREVENISH ROAD,22420.0,0.0,2006-11-07,C0409,47935,0,0,,1,666.6667,108.1483,0.1622,0,"LINESTRING (217895.413 363844.73, 217901.51899999997 363852.852, 217911.15000000002 363862.878, 217925.10499999998 363870.947, 217945.662 363879.232, 217958.85700000002 363882.711, 217968.11547335246 363885.6648440552)",,,,,,,,,,,,,,,,,,,,,,,
91,78128,5009334.0,U,DERRIN PARK,4958.0,0.0,2006-11-07,U6501,12853,0,0,,1,533.3333,485.6374,0.9106,0,"LINESTRING (222935.00033949796 344933.9460255126, 222941.744 344938.734, 222956.53000000003 344943.699, 222967.35700000002 344946.031, 222976.505 344946.896, 222995.637 344945.151, 223025.03100000002 344942.043, 223054.71899999998 344937.21, 223072.79499999998 344933.919, 223082.653 344931.109, 223094.27899999998 344926.87, 223104.95500000002 344922.234, 223110.5760010553 344919.8389322881)",,,,,,,,,,,,,,,,,,,,,,,
92,79282,5009359.0,U,YOAN ROAD,912.0,0.0,2006-11-07,U6501,142014,0,0,,1,533.3333,114.9161,0.2155,0,"LINESTRING (223442.35600000003 345170.598, 223447.28100000002 345184.588, 223451.396 345193.972, 223455.67599999998 345200, 223455.762 345200.12, 223458.603 345202.699, 223461.70799999998 345204.546, 223466.059 345206.225, 223473.076 345207.286, 223509.29499999998 345210.3, 223516.57772319173 345210.9407921607)",,,,,,,,,,,,,,,,,,,,,,,
93,79544,5009538.0,U,WESLEY STREET,15542.0,0.0,2006-11-07,U6523,33829,0,0,,1,533.3333,43.2027,0.081,0,"LINESTRING (223310.96399999998 344279.561, 223305.326 344271.014, 223294.119 344251.744, 223288.602 344242.609)",,,,,,,,,,,,,,,,,,,,,,,
94,79545,5009538.0,U,WESLEY STREET,15542.0,0.0,2006-11-07,U6523,126708,0,0,,1,533.3333,27.6056,0.0518,0,"LINESTRING (223288.602 344242.609, 223286.78399999999 344239.596, 223282.94900000002 344231.425, 223276.39399999997 344217.866)",,,,,,,,,,,,,,,,,,,,,,,
95,79606,5009533.0,U,DARLING STREET,4754.0,0.0,2006-11-07,U6523,106178,0,0,,1,533.3333,66.5959,0.1249,0,"LINESTRING (223367.66700000002 344244.637, 223341.68099999998 344260.455, 223310.96399999998 344279.561)",,,,,,,,,,,,,,,,,,,,,,,
96,79607,5009533.0,U,DARLING STREET,4754.0,0.0,2006-11-07,U6523,121590,0,0,,1,533.3333,112.0184,0.21,0,"LINESTRING (223310.96399999998 344279.561, 223287.66700000002 344294.593, 223273.53000000003 344302.905, 223264.907 344306.769, 223209.641 344325.779)",,,,,,,,,,,,,,,,,,,,,,,
97,79746,5000984.0,U,CREVENISH ROAD,33096.0,0.0,2006-11-07,C0409,44137,0,0,,1,533.3333,580.5004,1.0884,0,"LINESTRING (218727.282 360162.605, 218706.37800000003 360166.819, 218689.277 360171.393, 218668.20799999998 360178.958, 218649.48599999998 360186.249, 218630.52899999998 360194.992, 218602.016 360207.832, 218585.20799999998 360216.452, 218579.5753088163 360219.1834148424)",,,,,,,,,,,,,,,,,,,,,,,
98,80969,5010983.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,23364,0,0,,1,533.3333,292.0215,0.5475,0,"LINESTRING (219883.89399999997 354606.703, 219892.12699999998 354609.65, 219905.10600000003 354613.225, 219918.18099999998 354617.55, 219921.813338306 354618.7228018254)",,,,,,,,,,,,,,,,,,,,,,,
99,80970,5010983.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,2530,0,0,,1,533.3333,629.487,1.1803,0,"MULTILINESTRING ((218996.87199999997 354472.22, 219018.96999999997 354464.873, 219052.31800000003 354453.976, 219076.66700000002 354447.481, 219100.46600000001 354444.883, 219120.565 354445.586, 219151.765 354450.739, 219171.3140298335 354453.82592819934), (219207.9719778624 354461.1098581314, 219225.48700000002 354465.574, 219240.21500000003 354469.458, 219256.452 354471.501, 219266.848 354471.911, 219300.452 354470.453, 219300.67907420674 354470.4465541413), (219617.7481567965 354463.6478323199, 219618.098 354463.821))",,,,,,,,,,,,,,,,,,,,,,,
100,81300,5009357.0,U,CORBAN AVENUE,11415.0,0.0,2006-11-07,U6501,147160,0,0,,1,533.3333,18.0715,0.0339,0,"LINESTRING (223394.80599999998 345226.93, 223400 345209.621)",,,,,,,,,,,,,,,,,,,,,,,
101,81301,5009357.0,U,CORBAN AVENUE,11415.0,0.0,2006-11-07,U6501,131833,0,0,,1,533.3333,21.2519,0.0398,0,"LINESTRING (223422.14500000002 345176.774, 223430.84100000001 345173.474, 223439.233 345170.746, 223442.35600000003 345170.598)",,,,,,,,,,,,,,,,,,,,,,,
102,81302,5009357.0,U,CORBAN AVENUE,11415.0,0.0,2006-11-07,U6501,157395,0,0,,1,533.3333,52.4327,0.0983,0,"LINESTRING (223472.088 345158.304, 223483.67078817182 345158.4035117155)",,,,,,,,,,,,,,,,,,,,,,,
103,81540,5009532.0,U,CHURCH STREET,8365.0,0.0,2006-11-07,U6523,85413,0,0,,1,533.3333,119.8042,0.2246,0,"MULTILINESTRING ((223367.66700000002 344244.637, 223385.49599999998 344234.062, 223400 344225.459, 223405.604 344222.305, 223412.85499999998 344217.774, 223422.06199999998 344212.379, 223428.45899999997 344208.292, 223434.36 344204.103, 223439.886 344199.636, 223443.79872495198 344196.1930249522), (223452.57596830145 344188.41929926845, 223455.41700000002 344185.73, 223460.647 344180.512, 223463.874 344176.006, 223464.40000000002 344175.343))",,,,,,,,,,,,,,,,,,,,,,,
104,85169,0.0,U,BROADMEADOW PLACE,13131.0,0.0,2006-11-07,,59989,0,0,,1,533.3333,90.9233,0.1705,0,"LINESTRING (223356.14500000002 344139.946, 223372.65999999997 344150.548, 223380.477 344153.742, 223388.017 344154.94, 223400 344153.259, 223418.04700000002 344131.635, 223411.11200000002 344118.387)",,,,,,,,,,,,,,,,,,,,,,,
105,85232,5009345.0,U,BRAESIDE PARK,13393.0,0.0,2006-11-07,U6501,142073,0,0,,1,533.3333,64.038,0.1201,0,"LINESTRING (223397.315 345049.969, 223400 345053.592, 223409.61099999998 345066.557, 223419.273 345078.788, 223422.44900000002 345081.116, 223426.59499999997 345081.1, 223432.68 345079.403, 223433.77205393589 345078.7381222519)",,,,,,,,,,,,,,,,,,,,,,,
106,85233,5009346.0,U,BRAESIDE PARK,13393.0,0.0,2006-11-07,U6501,75263,0,0,,1,533.3333,27.1522,0.0509,0,"LINESTRING (223374.28100000002 345064.291, 223379.20400000003 345061.302, 223388.69799999997 345055.103, 223393.798 345052.386, 223395.97999999998 345051.044, 223397.315 345049.969)",,,,,,,,,,,,,,,,,,,,,,,
107,85234,5009346.0,U,BRAESIDE PARK,13393.0,0.0,2006-11-07,U6501,75264,0,0,,1,533.3333,29.7087,0.0557,0,"LINESTRING (223408.99958958774 345039.18786009616, 223400 345047.804, 223397.315 345049.969)",,,,,,,,,,,,,,,,,,,,,,,
108,86470,5011032.0,U,ROSSIGH ROAD,35158.0,0.0,2006-11-07,,75400,0,0,,1,533.3333,194.0152,0.3638,0,"LINESTRING (218149.305 355842.237, 218135.092 355829.235, 218125.1588185484 355819.8311581769)",,,,,,,,,,,,,,,,,,,,,,,
109,86491,5009332.0,U,ROSS CLOSE,5930.0,0.0,2006-11-07,U6501,121798,0,0,,1,533.3333,61.7842,0.1158,0,"LINESTRING (223472.088 345158.304, 223464.788 345141.644, 223454.765 345122.286, 223449.50900000002 345109.018, 223447.74800000002 345101.702)",,,,,,,,,,,,,,,,,,,,,,,
110,86538,5016963.0,U,ROSCOR BRIDGE ROAD,35125.0,0.0,2006-11-07,C0710,49547,0,0,,1,533.3333,649.4551,1.2177,0,"LINESTRING (198616.11058310836 358930.62815044745, 198616.776 358914.066, 198619.45 358883.906, 198620.29643604328 358876.19821481354)",,,,,,,,,,,,,,,,,,,,,,,
111,88705,5009535.0,U,PAGET SQUARE,8995.0,0.0,2006-11-07,U6523,106204,0,0,,1,533.3333,58.5615,0.1098,0,"LINESTRING (223486.522 344146.569, 223469.273 344134.217, 223457.228 344125.446, 223451.135 344120.335, 223447.52899999998 344117.164, 223440.94799999997 344110.05)",,,,,,,,,,,,,,,,,,,,,,,
112,88706,5009535.0,U,PAGET SQUARE,8995.0,0.0,2006-11-07,U6523,38981,0,0,,1,533.3333,51.2367,0.0961,0,"LINESTRING (223440.94799999997 344110.05, 223434.977 344105.29, 223422.336 344095.84, 223400 344079.259)",,,,,,,,,,,,,,,,,,,,,,,
113,88708,5009527.0,U,PAGET LANE,8996.0,0.0,2006-11-07,U6523,136956,0,0,,1,533.3333,71.959,0.1349,0,"LINESTRING (223458.99231008184 344084.28671325353, 223456.505 344087.92, 223445.184 344103.876, 223440.94799999997 344110.05)",,,,,,,,,,,,,,,,,,,,,,,
114,90899,0.0,U,OLD ROSSORRY ROAD,526.0,0.0,2006-11-07,,157715,0,0,,1,533.3333,839.8633,1.5747,0,"LINESTRING (222293.87209503955 342654.7812670614, 222293.435 342654.305, 222286.46399999998 342642.492, 222279.59100000001 342631.528, 222272.669 342619.664, 222266.947 342608.103, 222263.26899999997 342598.896, 222261.885 342592.043, 222255.36800000002 342578.282, 222248.157 342561.868, 222246.249 342557.572, 222242.935 342550.108, 222239.55 342543.852, 222237.863 342538.449, 222237.12 342535.747, 222236.631 342530.747, 222236.28499999997 342528.995)",,,,,,,,,,,,,,,,,,,,,,,
115,90936,5011214.0,U,OLD ENNISKILLEN ROAD,34919.0,0.0,2006-11-07,,18555,0,0,,1,533.3333,570.3006,1.0693,0,"LINESTRING (226971.38621203022 341711.2085297205, 226977.581 341709.785, 227005.02899999998 341700.348, 227010.07276425566 341697.8448199881)",,,,,,,,,,,,,,,,,,,,,,,
116,91550,0.0,U,,33096.0,0.0,2006-11-07,,101470,0,0,,1,533.3333,216.528,0.406,0,"LINESTRING (218841.74399767575 360147.1568754423, 218828.267 360147.721, 218808.63900000002 360149.672, 218794.90399999998 360151.013, 218772.93699999998 360153.888, 218742.646 360159.298, 218727.282 360162.605)",,,,,,,,,,,,,,,,,,,,,,,
117,93632,0.0,U,,0.0,0.0,2006-11-07,,49788,0,0,,1,533.3333,45.4593,0.0852,0,"LINESTRING (223502.19300000003 344201.157, 223498.695 344204.962, 223492.403 344212.173, 223484.202 344220.849, 223478.59000000003 344227.165, 223474.365 344231.464, 223470.776 344233.842)",,,,,,,,,,,,,,,,,,,,,,,
118,93637,5009539.0,U,WELLINGTON PLACE,15553.0,0.0,2006-11-07,U6523,101486,0,0,,1,533.3333,52.4118,0.0983,0,"LINESTRING (223240.624 344238.589, 223233.43 344222.115, 223221.892 344196.777, 223217.99699999997 344191.456)",,,,,,,,,,,,,,,,,,,,,,,
119,93661,5009519.0,U,,0.0,0.0,2006-11-07,U6517,60171,0,0,,1,533.3333,25.3873,0.0476,0,"LINESTRING (223493.88799999998 344248.004, 223482.651 344225.239)",,,,,,,,,,,,,,,,,,,,,,,
120,93688,5016963.0,U,ROSCOR BRIDGE ROAD,35125.0,0.0,2006-11-07,C0710,101488,0,0,,1,533.3333,143.6075,0.2693,0,"LINESTRING (198640.54053857402 358661.1749992876, 198644.962 358649.538, 198664.83299999998 358594.571, 198679.75 358552.871, 198686.89299999998 358529.722)",,,,,,,,,,,,,,,,,,,,,,,
121,93751,5011005.0,U,,0.0,0.0,2006-11-07,,132268,0,0,,1,533.3333,231.2891,0.4337,0,"LINESTRING (217919.098 357165.812, 217934.26799999998 357168.879, 217965.70799999998 357176.526, 218000 357184.228, 218039.549 357194.104, 218087.984 357204.809, 218128.83299999998 357212.631, 218144.81199999998 357216.098)",,,,,,,,,,,,,,,,,,,,,,,
122,93795,0.0,U,,0.0,0.0,2006-11-07,,23860,0,0,,1,533.3333,101.042,0.1895,0,"LINESTRING (221817.202 345117.67, 221829.43800000002 345119.373, 221839.691 345121.935, 221849.668 345124.593, 221857.82799999998 345126.338, 221864.29599999997 345127.092, 221870.37323797945 345127.2421131728)",,,,,,,,,,,,,,,,,,,,,,,
123,94028,5009518.0,U,,0.0,0.0,2006-11-07,U6517,80625,0,0,,1,533.3333,31.294,0.0587,0,"LINESTRING (223521.89299999998 344234.047, 223515.64899999998 344237.385, 223493.88799999998 344248.004)",,,,,,,,,,,,,,,,,,,,,,,
124,95553,5009516.0,U,MARKET STREET,11812.0,0.0,2006-11-07,U6517,34241,0,0,,1,533.3333,16.5519,0.031,0,"LINESTRING (223515.961 344210.264, 223512.977 344207.671, 223502.19300000003 344201.157)",,,,,,,,,,,,,,,,,,,,,,,
125,95554,5009516.0,U,MARKET STREET,11812.0,0.0,2006-11-07,U6517,34242,0,0,,1,533.3333,45.8028,0.0859,0,"LINESTRING (223502.19300000003 344201.157, 223497.065 344197.627, 223490.093 344193.011, 223482.548 344188.191, 223475.59999999998 344183.825, 223470.847 344180.497, 223468.234 344178.457, 223464.40000000002 344175.343)",,,,,,,,,,,,,,,,,,,,,,,
126,95555,5009516.0,U,MARKET STREET,11812.0,0.0,2006-11-07,U6517,91068,0,0,,1,533.3333,89.7753,0.1683,0,"MULTILINESTRING ((223566.66999999998 344311.732, 223560.67099999997 344303.347, 223554.22999999998 344293.685, 223549.109 344284.805, 223542.087 344271.964, 223539.64629674956 344267.5031494583), (223538.8455243774 344266.0395852707, 223536.47499999998 344261.707, 223533.804 344256.941, 223530.69300000003 344250.498, 223527.72600000002 344244.956, 223525.00699999998 344239.865, 223521.89299999998 344234.047))",,,,,,,,,,,,,,,,,,,,,,,
127,95733,5009341.0,U,LOUGHVIEW DRIVE,14064.0,0.0,2006-11-07,U6501,127156,0,0,,1,533.3333,122.4644,0.2296,0,"LINESTRING (223422.14500000002 345176.774, 223413.26 345155.701, 223402.69300000003 345126.163, 223400 345119.624, 223397.03499999997 345112.725, 223392.849 345101.566, 223387.92700000003 345089.339, 223383.37800000003 345079.932, 223379.06900000002 345072.372, 223374.28100000002 345064.291)",,,,,,,,,,,,,,,,,,,,,,,
128,95734,5009341.0,U,LOUGHVIEW DRIVE,14064.0,0.0,2006-11-07,U6501,8274,0,0,,1,533.3333,114.621,0.2149,0,"LINESTRING (223374.28100000002 345064.291, 223369.055 345058.647, 223357.489 345046.427, 223341.71399999998 345031.1, 223332.40899999999 345022.018, 223322.87800000003 345012.686, 223316.353 345005.492, 223311.10600000003 344998.917, 223305.175 344990.272, 223301.174 344982.894, 223299.50699999998 344978.429)",,,,,,,,,,,,,,,,,,,,,,,
129,95735,5009341.0,U,LOUGHVIEW DRIVE,14064.0,0.0,2006-11-07,U6501,132256,0,0,,1,533.3333,154.8033,0.2903,0,"LINESTRING (223299.50699999998 344978.429, 223295.402 344970.201, 223291.61800000002 344960.898, 223288.929 344950.542, 223287.18300000002 344938.609, 223286.331 344925.673, 223285.95 344911.037, 223285.85862396014 344905.7553840331)",,,,,,,,,,,,,,,,,,,,,,,
130,95987,0.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,23672,0,0,,1,533.3333,6.5876,0.0124,0,"LINESTRING (219878.66600000003 354602.723, 219881.452 354605.139, 219883.89399999997 354606.703)",,,,,,,,,,,,,,,,,,,,,,,
131,98053,5010472.0,U,GRANSHAGH ROAD,33796.0,0.0,2006-11-07,,107005,0,0,,1,533.3333,479.1222,0.8984,0,"LINESTRING (222851.49935771443 340495.49353910616, 222904.09999999998 340512.425, 222938.07400000002 340524.074, 222969.5585903675 340534.7034803492)",,,,,,,,,,,,,,,,,,,,,,,
132,98112,5009495.0,U,LAKEVIEW PARK,1307.0,0.0,2006-11-07,U6514,132376,0,0,,1,533.3333,133.4268,0.2502,0,"LINESTRING (223359.093 343433.963, 223366.401 343421.43, 223379.56699999998 343399.716, 223390.47193093848 343381.29382774374)",,,,,,,,,,,,,,,,,,,,,,,
133,98113,0.0,U,LAKEVIEW PARK,1307.0,0.0,2006-11-07,,49889,0,0,,1,533.3333,85.7517,0.1608,0,"LINESTRING (223438.2689479849 343264.61354876176, 223445.657 343240.599)",,,,,,,,,,,,,,,,,,,,,,,
134,98393,0.0,U,,0.0,0.0,2006-11-07,,163221,0,0,,1,533.3333,8.1079,0.0152,0,"LINESTRING (223217.99699999997 344191.456, 223223.37 344185.384)",,,,,,,,,,,,,,,,,,,,,,,
135,98420,5010686.0,U,DRUMHIRK ROAD,33429.0,0.0,2006-11-07,,101631,0,0,,1,533.3333,263.217,0.4935,0,"LINESTRING (226522.522 337375.879, 226539.13726801495 337382.75953345146)",,,,,,,,,,,,,,,,,,,,,,,
